,AcresBurned,Started,Latitude,Longitude,precip,max_temp,min_hum,avg_wind,fires_last_year
315,360.0,2016-09-13,40.30594,-122.1295,0.0,2774.213333333333,886.8666666666667,127.21500000000003,6
316,341.0,2016-07-12,38.08056,-120.81393999999999,0.0,2770.805,804.5333333333332,193.39833333333334,3
317,310.0,2016-07-02,38.02845,-120.61153,0.011666666666666667,2758.895,816.9833333333333,184.70333333333332,2
318,306.0,2016-09-19,35.346629,-118.729506,0.0,2865.0783333333334,691.2666666666667,107.81,11
319,304.0,2016-08-28,35.4976,-118.5097,0.0,3001.51,590.3166666666666,111.79166666666666,10
320,300.0,2016-09-20,39.188321,-121.78003000000001,0.0,2801.401666666666,1193.2333333333336,91.46333333333332,0
321,278.0,2016-05-25,36.88286,-119.654,0.8363333333333334,2404.9566666666674,901.3666666666669,174.60333333333335,2
322,277.0,2016-06-26,38.699709999999996,-122.15456999999999,0.3446666666666666,2764.325,683.8500000000001,107.27499999999996,0
323,248.0,2016-09-26,39.92,-121.32,0.0,2660.251666666667,1047.1166666666666,72.95,0
324,237.0,2016-06-17,36.611651,-121.085811,0.0,2297.705,1454.4000000000003,220.39999999999995,2
325,221.0,2016-07-13,35.68313,-118.21793000000001,0.08483333333333334,3018.8749999999995,242.93333333333334,251.93000000000004,5
326,215.0,2016-09-22,34.75134,-120.55297,0.0,2108.7783333333336,2126.1333333333337,183.65166666666664,3
327,215.0,2016-06-26,39.12366,-122.50373,1.0226666666666668,2515.0400000000004,1129.6166666666663,128.115,0
328,211.0,2016-06-25,37.74369,-121.58677,0.06766666666666667,2672.2883333333334,707.7333333333335,226.14333333333332,0
329,210.0,2016-06-17,38.26874,-120.90265,0.4586666666666667,2386.336666666667,999.5500000000001,99.48333333333333,0
330,188.0,2016-07-11,36.92244,-119.39618999999999,0.0175,2926.161666666667,474.38333333333327,155.38000000000002,5
331,176.0,2016-10-14,38.934490000000004,-120.10744,7.2645,2269.011666666666,456.3833333333334,245.56833333333336,4
332,173.0,2016-07-12,33.729828000000005,-116.00223899999999,0.0,3156.5499999999997,505.45000000000005,96.97666666666667,1
333,169.0,2016-05-17,38.8390117,-121.3090268,0.7880000000000001,2347.3650000000002,1225.2333333333333,110.57833333333335,0
334,158.0,2016-09-03,36.84479,-119.34487,0.0,3005.6016666666665,439.4166666666666,135.22333333333336,9
335,156.0,2016-05-23,34.275999999999996,-118.354,0.38616666666666666,2316.5516666666667,1369.5833333333333,118.49333333333331,1
336,151.0,2016-04-28,36.761006,-119.655019,1.5119999999999998,2259.455,1082.2833333333338,152.47,0
337,150.0,2016-09-13,37.75972,-120.02962600000001,0.0,2813.7,672.6166666666667,102.44166666666668,0
338,150.0,2016-08-31,33.6542,-117.5221,0.2821666666666667,2668.5400000000004,1241.783333333334,100.64666666666666,1
339,150.0,2016-05-10,35.619609999999994,-120.39993,0.7356666666666665,2195.2816666666663,1229.5833333333335,89.56,0
340,147.0,2016-08-20,37.62215,-121.36665,0.0,2906.2149999999997,589.2333333333333,178.0866666666667,0
341,145.0,2016-07-04,36.14161,-120.62048,0.051666666666666666,2827.4233333333327,528.5,179.35333333333335,4
342,140.0,2016-08-04,37.562315999999996,-121.002831,0.0,2870.3616666666667,845.0166666666667,89.43166666666666,2
343,139.0,2016-06-04,33.476894,-117.140883,0.20866666666666667,2401.566666666666,1358.45,103.22333333333333,0
344,138.0,2016-07-15,35.607479999999995,-118.94811000000001,0.0026666666666666666,2806.504999999999,702.1333333333333,105.90333333333336,6
345,132.0,2016-05-15,36.787690000000005,-119.38248,0.8471666666666667,2426.046666666666,987.2833333333332,120.47999999999998,1
346,130.0,2016-09-22,39.4403,-121.42647,0.0,2692.1249999999995,882.1,121.44499999999998,9
347,123.0,2016-07-15,37.0099,-119.5792,0.036000000000000004,2864.015,505.33333333333326,178.6466666666667,6
348,122.0,2016-08-05,37.915836,-118.87516699999999,0.1716666666666667,2947.1733333333336,448.2333333333332,93.50333333333332,2
349,120.0,2016-06-07,37.17072,-121.42238,0.2015,2374.821666666667,1353.7333333333333,178.28833333333333,0
350,114.0,2016-07-30,37.41896,-121.79668999999998,0.3923333333333333,2702.4416666666666,727.1333333333332,123.40500000000002,0
351,112.0,2016-06-20,39.595,-121.6008,0.5365,2527.923333333334,1189.3500000000001,97.44166666666666,2
352,103.0,2016-07-04,37.256009999999996,-119.65776000000001,0.05366666666666667,2832.0316666666663,527.6500000000001,179.37166666666667,0
353,100.0,2016-09-25,40.0,-121.93923000000001,0.0,2726.1966666666667,839.8666666666667,137.835,5
354,100.0,2016-08-17,37.220695,-121.69051,0.0,2548.856666666667,1251.6000000000001,179.58166666666665,2
355,100.0,2016-08-04,35.24504,-118.60343999999999,0.029,3002.4100000000003,590.1833333333332,120.63333333333335,7
356,100.0,2016-08-03,37.562315999999996,-121.002831,0.0,2871.72,842.7833333333332,89.82500000000002,1
357,100.0,2016-07-22,35.85093,-120.81081,0.0003333333333333333,2607.223333333333,883.0666666666668,199.38500000000002,5
358,100.0,2016-07-18,32.9612,-116.7945,0.0026666666666666666,2521.0766666666664,1486.8666666666663,107.63166666666667,2
359,95.0,2016-07-09,5487.0,-120.841536,0.18166666666666667,1969.4,817.1666666666665,132.95833333333331,3
360,91.0,2016-05-27,39.33035,-121.78973,0.6616666666666668,2451.78,1106.583333333333,143.93,0
361,88.0,2016-08-26,39.79547,-121.71661999999999,0.0,2759.5666666666666,1199.1666666666667,71.31000000000002,6
362,88.0,2016-07-01,40.07846,-122.2071,0.6955,2714.918333333333,869.9000000000001,166.29833333333337,3
363,88.0,2016-06-21,38.86804,-121.37704,0.07883333333333334,2600.585,1144.4666666666667,152.92499999999998,1
364,87.0,2016-07-10,38.517771999999994,-121.103642,0.04533333333333334,2754.9066666666663,824.8166666666668,110.70999999999998,1
365,86.0,2016-06-27,35.70821,-120.82266000000001,0.24316666666666667,2599.4033333333327,845.3166666666665,93.36833333333334,3
366,85.0,2016-08-04,37.3228,-119.7738,0.0,2801.4700000000003,550.8166666666666,132.13833333333332,3
